id,json,sql
10,"{""Plan"": {""Node Type"": ""Nested Loop"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 1.29, ""Total Cost"": 1296.43, ""Plan Rows"": 67, ""Plan Width"": 146, ""Actual Startup Time"": 1.821, ""Actual Total Time"": 2.195, ""Actual Rows"": 46, ""Actual Loops"": 1, ""Inner Unique"": false, ""Plans"": [{""Node Type"": ""Nested Loop"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 0.86, ""Total Cost"": 1134.33, ""Plan Rows"": 102, ""Plan Width"": 134, ""Actual Startup Time"": 0.696, ""Actual Total Time"": 0.986, ""Actual Rows"": 4, ""Actual Loops"": 1, ""Inner Unique"": true, ""Plans"": [{""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""company_id_movie_companies"", ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.43, ""Total Cost"": 272.69, ""Plan Rows"": 102, ""Plan Width"": 40, ""Actual Startup Time"": 0.544, ""Actual Total Time"": 0.549, ""Actual Rows"": 4, ""Actual Loops"": 1, ""Index Cond"": ""(company_id = 43268)"", ""Rows Removed by Index Recheck"": 0}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""title_pkey"", ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.43, ""Total Cost"": 8.45, ""Plan Rows"": 1, ""Plan Width"": 94, ""Actual Startup Time"": 0.108, ""Actual Total Time"": 0.108, ""Actual Rows"": 1, ""Actual Loops"": 4, ""Index Cond"": ""(id = mc.movie_id)"", ""Rows Removed by Index Recheck"": 0}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_movie_keyword"", ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 0.43, ""Total Cost"": 1.42, ""Plan Rows"": 17, ""Plan Width"": 12, ""Actual Startup Time"": 0.296, ""Actual Total Time"": 0.3, ""Actual Rows"": 12, ""Actual Loops"": 4, ""Index Cond"": ""(movie_id = t.id)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(keyword_id < 2560)"", ""Rows Removed by Filter"": 19}]}, ""Planning Time"": 4.256, ""Triggers"": [], ""Execution Time"": 2.222}","SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=43268 AND mk.keyword_id<2560;"
11,"{""Plan"": {""Node Type"": ""Index Scan"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""role_id_cast_info"", ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.44, ""Total Cost"": 387884.08, ""Plan Rows"": 8214079, ""Plan Width"": 42, ""Actual Startup Time"": 1243.284, ""Actual Total Time"": 1763.82, ""Actual Rows"": 3311512, ""Actual Loops"": 1, ""Index Cond"": ""(role_id < 2)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(person_id > 1278953)"", ""Rows Removed by Filter"": 9359176}, ""Planning Time"": 1.671, ""Triggers"": [], ""Execution Time"": 1841.609}",SELECT * FROM cast_info ci WHERE ci.person_id>1278953 AND ci.role_id<2;
12,"{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 141857.23, ""Total Cost"": 229254.06, ""Plan Rows"": 1040782, ""Plan Width"": 106, ""Actual Startup Time"": 700.654, ""Actual Total Time"": 1783.484, ""Actual Rows"": 1038381, ""Actual Loops"": 1, ""Inner Unique"": true, ""Hash Cond"": ""(mk.movie_id = t.id)"", ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 11934.49, ""Total Cost"": 49398.27, ""Plan Rows"": 1040782, ""Plan Width"": 12, ""Actual Startup Time"": 43.976, ""Actual Total Time"": 207.377, ""Actual Rows"": 1038381, ""Actual Loops"": 1, ""Recheck Cond"": ""(keyword_id < 1029)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 24313, ""Lossy Heap Blocks"": 0, ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""keyword_id_movie_keyword"", ""Startup Cost"": 0.0, ""Total Cost"": 11674.3, ""Plan Rows"": 1040782, ""Plan Width"": 0, ""Actual Startup Time"": 41.624, ""Actual Total Time"": 41.624, ""Actual Rows"": 1038381, ""Actual Loops"": 1, ""Index Cond"": ""(keyword_id < 1029)""}]}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 61281.44, ""Total Cost"": 61281.44, ""Plan Rows"": 2528344, ""Plan Width"": 94, ""Actual Startup Time"": 654.963, ""Actual Total Time"": 654.964, ""Actual Rows"": 2528312, ""Actual Loops"": 1, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 128, ""Original Hash Batches"": 128, ""Peak Memory Usage"": 2453, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 61281.44, ""Plan Rows"": 2528344, ""Plan Width"": 94, ""Actual Startup Time"": 0.017, ""Actual Total Time"": 234.239, ""Actual Rows"": 2528312, ""Actual Loops"": 1}]}]}, ""Planning Time"": 2.317, ""Triggers"": [], ""Execution Time"": 1808.741}","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<1029;"
13,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 29876.17, ""Total Cost"": 272859.78, ""Plan Rows"": 436472, ""Plan Width"": 208, ""Actual Startup Time"": 283.224, ""Actual Total Time"": 5053.691, ""Actual Rows"": 2706674, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Nested Loop"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 28876.17, ""Total Cost"": 228212.58, ""Plan Rows"": 181863, ""Plan Width"": 208, ""Actual Startup Time"": 260.727, ""Actual Total Time"": 4648.558, ""Actual Rows"": 902225, ""Actual Loops"": 3, ""Inner Unique"": false, ""Workers"": [], ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 28875.73, ""Total Cost"": 93434.85, ""Plan Rows"": 62675, ""Plan Width"": 134, ""Actual Startup Time"": 260.218, ""Actual Total Time"": 430.02, ""Actual Rows"": 117078, ""Actual Loops"": 3, ""Inner Unique"": false, ""Hash Cond"": ""(t.id = mc.movie_id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 49166.46, ""Plan Rows"": 403903, ""Plan Width"": 94, ""Actual Startup Time"": 0.271, ""Actual Total Time"": 138.233, ""Actual Rows"": 328349, ""Actual Loops"": 3, ""Filter"": ""(kind_id < 7)"", ""Rows Removed by Filter"": 514421, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 25554.36, ""Total Cost"": 25554.36, ""Plan Rows"": 163470, ""Plan Width"": 40, ""Actual Startup Time"": 51.174, ""Actual Total Time"": 51.175, ""Actual Rows"": 129772, ""Actual Loops"": 3, ""Hash Buckets"": 65536, ""Original Hash Buckets"": 65536, ""Hash Batches"": 8, ""Original Hash Batches"": 8, ""Peak Memory Usage"": 2976, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 4720.98, ""Total Cost"": 25554.36, ""Plan Rows"": 163470, ""Plan Width"": 40, ""Actual Startup Time"": 5.598, ""Actual Total Time"": 30.383, ""Actual Rows"": 129772, ""Actual Loops"": 3, ""Recheck Cond"": ""(company_id > 83328)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 3149, ""Lossy Heap Blocks"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""company_id_movie_companies"", ""Startup Cost"": 0.0, ""Total Cost"": 4622.9, ""Plan Rows"": 392329, ""Plan Width"": 0, ""Actual Startup Time"": 16.198, ""Actual Total Time"": 16.198, ""Actual Rows"": 389315, ""Actual Loops"": 1, ""Index Cond"": ""(company_id > 83328)"", ""Workers"": []}]}]}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_movie_info"", ""Relation Name"": ""movie_info"", ""Alias"": ""mi"", ""Startup Cost"": 0.43, ""Total Cost"": 1.96, ""Plan Rows"": 19, ""Plan Width"": 74, ""Actual Startup Time"": 0.012, ""Actual Total Time"": 0.035, ""Actual Rows"": 8, ""Actual Loops"": 351233, ""Index Cond"": ""(movie_id = t.id)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(info_type_id < 8)"", ""Rows Removed by Filter"": 10, ""Workers"": []}]}]}, ""Planning Time"": 4.011, ""Triggers"": [], ""Execution Time"": 5125.178}","SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND mc.company_id>83328 AND mi.info_type_id<8;"
14,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 52895.58, ""Total Cost"": 70814.26, ""Plan Rows"": 1347, ""Plan Width"": 159, ""Actual Startup Time"": 159.824, ""Actual Total Time"": 271.109, ""Actual Rows"": 3495, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Nested Loop"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 51895.58, ""Total Cost"": 69679.56, ""Plan Rows"": 561, ""Plan Width"": 159, ""Actual Startup Time"": 140.492, ""Actual Total Time"": 247.402, ""Actual Rows"": 1165, ""Actual Loops"": 3, ""Inner Unique"": false, ""Join Filter"": ""(t.id = mc.movie_id)"", ""Rows Removed by Join Filter"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 51895.15, ""Total Cost"": 67089.71, ""Plan Rows"": 4148, ""Plan Width"": 119, ""Actual Startup Time"": 137.927, ""Actual Total Time"": 213.535, ""Actual Rows"": 2407, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mi_idx.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_info_idx"", ""Alias"": ""mi_idx"", ""Startup Cost"": 0.0, ""Total Cost"": 13685.15, ""Plan Rows"": 575015, ""Plan Width"": 25, ""Actual Startup Time"": 0.367, ""Actual Total Time"": 35.082, ""Actual Rows"": 460012, ""Actual Loops"": 3, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 51800.15, ""Total Cost"": 51800.15, ""Plan Rows"": 7600, ""Plan Width"": 94, ""Actual Startup Time"": 135.77, ""Actual Total Time"": 135.771, ""Actual Rows"": 6295, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 1, ""Original Hash Batches"": 1, ""Peak Memory Usage"": 2560, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 51800.15, ""Plan Rows"": 7600, ""Plan Width"": 94, ""Actual Startup Time"": 0.199, ""Actual Total Time"": 134.141, ""Actual Rows"": 6295, ""Actual Loops"": 3, ""Filter"": ""((kind_id = 7) AND (production_year = 1994))"", ""Rows Removed by Filter"": 836475, ""Workers"": []}]}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_movie_companies"", ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.43, ""Total Cost"": 0.61, ""Plan Rows"": 1, ""Plan Width"": 40, ""Actual Startup Time"": 0.014, ""Actual Total Time"": 0.014, ""Actual Rows"": 0, ""Actual Loops"": 7221, ""Index Cond"": ""(movie_id = mi_idx.movie_id)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""((company_id > 50785) AND (company_type_id > 1))"", ""Rows Removed by Filter"": 1, ""Workers"": []}]}]}, ""Planning Time"": 3.207, ""Triggers"": [], ""Execution Time"": 271.262}","SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1994 AND mc.company_id>50785 AND mc.company_type_id>1;"
15,"{""Plan"": {""Node Type"": ""Index Scan"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""company_type_id_movie_companies"", ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.43, ""Total Cost"": 39029.23, ""Plan Rows"": 1072056, ""Plan Width"": 40, ""Actual Startup Time"": 0.258, ""Actual Total Time"": 236.498, ""Actual Rows"": 1274246, ""Actual Loops"": 1, ""Index Cond"": ""(company_type_id = 1)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(company_id < 80833)"", ""Rows Removed by Filter"": 0}, ""Planning Time"": 1.729, ""Triggers"": [], ""Execution Time"": 266.455}",SELECT * FROM movie_companies mc WHERE mc.company_id<80833 AND mc.company_type_id=1;
16,"{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 129923.18, ""Total Cost"": 505944.03, ""Plan Rows"": 5822578, ""Plan Width"": 136, ""Actual Startup Time"": 650.993, ""Actual Total Time"": 6257.106, ""Actual Rows"": 7451973, ""Actual Loops"": 1, ""Inner Unique"": true, ""Hash Cond"": ""(ci.movie_id = t.id)"", ""Plans"": [{""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""role_id_cast_info"", ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.44, ""Total Cost"": 221348.0, ""Plan Rows"": 5822578, ""Plan Width"": 42, ""Actual Startup Time"": 0.029, ""Actual Total Time"": 1168.238, ""Actual Rows"": 7451973, ""Actual Loops"": 1, ""Index Cond"": ""(role_id = 2)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(person_id < 2945474)"", ""Rows Removed by Filter"": 0}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 61281.44, ""Total Cost"": 61281.44, ""Plan Rows"": 2528344, ""Plan Width"": 94, ""Actual Startup Time"": 644.854, ""Actual Total Time"": 644.854, ""Actual Rows"": 2528312, ""Actual Loops"": 1, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 128, ""Original Hash Batches"": 128, ""Peak Memory Usage"": 2453, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 61281.44, ""Plan Rows"": 2528344, ""Plan Width"": 94, ""Actual Startup Time"": 0.012, ""Actual Total Time"": 231.824, ""Actual Rows"": 2528312, ""Actual Loops"": 1}]}]}, ""Planning Time"": 2.327, ""Triggers"": [], ""Execution Time"": 6430.514}","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2945474 AND ci.role_id=2;"
17,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 0.0, ""Total Cost"": 81003.13, ""Plan Rows"": 2994500, ""Plan Width"": 12, ""Actual Startup Time"": 0.419, ""Actual Total Time"": 374.512, ""Actual Rows"": 2990419, ""Actual Loops"": 1, ""Filter"": ""(keyword_id > 2237)"", ""Rows Removed by Filter"": 1533511}, ""Planning Time"": 1.586, ""Triggers"": [], ""Execution Time"": 443.023}",SELECT * FROM movie_keyword mk WHERE mk.keyword_id>2237;
18,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 61651.3, ""Total Cost"": 138375.72, ""Plan Rows"": 317626, ""Plan Width"": 134, ""Actual Startup Time"": 398.591, ""Actual Total Time"": 622.17, ""Actual Rows"": 267611, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 60651.3, ""Total Cost"": 105613.12, ""Plan Rows"": 132344, ""Plan Width"": 134, ""Actual Startup Time"": 379.611, ""Actual Total Time"": 482.813, ""Actual Rows"": 89204, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mc.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.0, ""Total Cost"": 32379.21, ""Plan Rows"": 427658, ""Plan Width"": 40, ""Actual Startup Time"": 0.265, ""Actual Total Time"": 97.708, ""Actual Rows"": 339620, ""Actual Loops"": 3, ""Filter"": ""(company_id < 5363)"", ""Rows Removed by Filter"": 530090, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 51800.15, ""Total Cost"": 51800.15, ""Plan Rows"": 326012, ""Plan Width"": 94, ""Actual Startup Time"": 205.179, ""Actual Total Time"": 205.18, ""Actual Rows"": 230234, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 32, ""Original Hash Batches"": 32, ""Peak Memory Usage"": 2912, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 51800.15, ""Plan Rows"": 326012, ""Plan Width"": 94, ""Actual Startup Time"": 0.222, ""Actual Total Time"": 141.355, ""Actual Rows"": 230234, ""Actual Loops"": 3, ""Filter"": ""((kind_id > 4) AND (production_year < 2004))"", ""Rows Removed by Filter"": 612536, ""Workers"": []}]}]}]}, ""Planning Time"": 2.498, ""Triggers"": [], ""Execution Time"": 628.808}","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id>4 AND t.production_year<2004 AND mc.company_id<5363;"
19,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 53008.72, ""Total Cost"": 74042.84, ""Plan Rows"": 1658, ""Plan Width"": 159, ""Actual Startup Time"": 156.58, ""Actual Total Time"": 271.082, ""Actual Rows"": 3303, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Nested Loop"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 52008.72, ""Total Cost"": 72877.04, ""Plan Rows"": 691, ""Plan Width"": 159, ""Actual Startup Time"": 139.448, ""Actual Total Time"": 249.15, ""Actual Rows"": 1101, ""Actual Loops"": 3, ""Inner Unique"": false, ""Join Filter"": ""(t.id = mc.movie_id)"", ""Rows Removed by Join Filter"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 52008.29, ""Total Cost"": 67202.85, ""Plan Rows"": 9088, ""Plan Width"": 119, ""Actual Startup Time"": 138.93, ""Actual Total Time"": 218.922, ""Actual Rows"": 2756, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mi_idx.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_info_idx"", ""Alias"": ""mi_idx"", ""Startup Cost"": 0.0, ""Total Cost"": 13685.15, ""Plan Rows"": 575015, ""Plan Width"": 25, ""Actual Startup Time"": 0.335, ""Actual Total Time"": 35.619, ""Actual Rows"": 460012, ""Actual Loops"": 3, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 51800.15, ""Total Cost"": 51800.15, ""Plan Rows"": 16651, ""Plan Width"": 94, ""Actual Startup Time"": 138.179, ""Actual Total Time"": 138.179, ""Actual Rows"": 13373, ""Actual Loops"": 3, ""Hash Buckets"": 65536, ""Original Hash Buckets"": 65536, ""Hash Batches"": 1, ""Original Hash Batches"": 1, ""Peak Memory Usage"": 5376, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 51800.15, ""Plan Rows"": 16651, ""Plan Width"": 94, ""Actual Startup Time"": 0.163, ""Actual Total Time"": 134.886, ""Actual Rows"": 13373, ""Actual Loops"": 3, ""Filter"": ""((kind_id = 7) AND (production_year = 2013))"", ""Rows Removed by Filter"": 829397, ""Workers"": []}]}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_movie_companies"", ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.43, ""Total Cost"": 0.61, ""Plan Rows"": 1, ""Plan Width"": 40, ""Actual Startup Time"": 0.01, ""Actual Total Time"": 0.011, ""Actual Rows"": 0, ""Actual Loops"": 8268, ""Index Cond"": ""(movie_id = mi_idx.movie_id)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""((company_id < 239) AND (company_type_id < 2))"", ""Rows Removed by Filter"": 2, ""Workers"": []}]}]}, ""Planning Time"": 3.375, ""Triggers"": [], ""Execution Time"": 271.215}","SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2013 AND mc.company_id<239 AND mc.company_type_id<2;"
20,"{""Plan"": {""Node Type"": ""Nested Loop"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 6.79, ""Total Cost"": 3013.98, ""Plan Rows"": 249, ""Plan Width"": 106, ""Actual Startup Time"": 0.491, ""Actual Total Time"": 1.423, ""Actual Rows"": 8, ""Actual Loops"": 1, ""Inner Unique"": true, ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 6.36, ""Total Cost"": 926.55, ""Plan Rows"": 249, ""Plan Width"": 12, ""Actual Startup Time"": 0.338, ""Actual Total Time"": 0.384, ""Actual Rows"": 8, ""Actual Loops"": 1, ""Recheck Cond"": ""(keyword_id = 62398)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 8, ""Lossy Heap Blocks"": 0, ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""keyword_id_movie_keyword"", ""Startup Cost"": 0.0, ""Total Cost"": 6.3, ""Plan Rows"": 249, ""Plan Width"": 0, ""Actual Startup Time"": 0.326, ""Actual Total Time"": 0.326, ""Actual Rows"": 8, ""Actual Loops"": 1, ""Index Cond"": ""(keyword_id = 62398)""}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""title_pkey"", ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.43, ""Total Cost"": 8.38, ""Plan Rows"": 1, ""Plan Width"": 94, ""Actual Startup Time"": 0.129, ""Actual Total Time"": 0.129, ""Actual Rows"": 1, ""Actual Loops"": 8, ""Index Cond"": ""(id = mk.movie_id)"", ""Rows Removed by Index Recheck"": 0}]}, ""Planning Time"": 2.167, ""Triggers"": [], ""Execution Time"": 1.449}","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=62398;"
